상품명,구매자 이름,구매자 평점,리뷰 제목,리뷰 내용,맛 만족도
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",윤*,5,가성비 좋네요,음질도 좋고 디자인도 이쁘고요 led도이쁩니다,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",성*혜,5,디자인 좋고 음질도 좋아요...,그런데 선이 많이 짧네요. 연장선이 필요 해서 추가로 구입 했습니다.,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",박*은,5,등록된 헤드라인이 없습니다,영상편집 할려고 컴퓨터를 구매 했는데스피커는 기존에 남편이 쓰던거를 받아서 검은색이여서키보드랑 마우스랑 색 맞추고싶다는 생각은 했는데좋은기회가 생겨 상품을 받게 되었습니당 ㅎㅎ!우선 비쥬얼 너무 너무 이뻐요..!키보드랑 마우스랑 세트마냥 너무 잘 어울려요음질도 너무 맘에 들어요!배송오자마자 컴퓨터에 연결해서 노래틀었는데너무 좋네요 쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다.,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",이*재,5,등록된 헤드라인이 없습니다,남자칭구가 같이 커플로 이 스피커를 샀는데밤에 불끄고 겜하면 완전 이뻐용 ㅜ저렴한데 사운드도 괜찮구요 디자인 짱 ㅎㅎ,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",윤*범,5,가성비 좋음 근대 실사이즈가 조금 다를수도 있음,음질 디자인 가격대는 괜찮은데 약간 미니미한 친구가 오겠지?했엇는데 덩치가 생각보다는큼,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",옴망이,5,음질 좋아요~,스피커 넘 좋아요 음질도 좋고 게임 할 맛 납니다 !! ^^,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",박*용,4,가격대비 무난하게 쓰기좋아요 그냥,이가격에 음질은 크게 차이안나서 자기 취향에 맞게 사면 되는거 같음,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",유*오,5,가성비 최고의 스피커 예쁜 거 좋아하시면 덤,줄넘기 색이라 해서 걱정했는데 예쁜 색이에요너무 쨍하지않은 형광빛입니다 키보드랑 비교하면 뭔가 더 파스텔 톤이네요 화이트색 넘 예쁘고 우선 음량 조절이 간편해서 좋아요 음질도 좋구여,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",JerryJo,5,가성비좋은제품,"좀 더 얄쌍한 디자인으로 사려구 했는데막상 리뷰가 별로여서 리뷰가 많고 평가가 좋은 것 같아서구매했는데 맘에 듭니다특별히 불편한 것 없고, 노이즈도 없고요뭐랄까 약간 트인소리는 아닌데 귀가 편해요설치랄것도 없이 그냥 본체에 꼿으니 잘되요특별히 모난 것 없이 맘에듭니당.",맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",곰근육,5,음악  노래 자주듣는데 음질좋네요,해당제품 음질도좋고 노래 자주듣는데  좋네요~^^잡음 noise 현상도 없고  깔끔하게 잘 나네요소리를 크게 키워도 음질이 안깨지고 유지되고왜 인기있는 제품인지 알거같네요~Good product this sound bar very very nice&perpect,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",왕*,5,선명해요,마침 이사오면서 스피커가 고장나서 집에있는 불루투스랑 연결해서 쓰고있었어요 소리가 좋지 못했는데 이건 대박 너무 좋아요 소리가 선명하고 듣기가 너무 편안합니다디자인은또 얼마나 깔끔하고 예쁜지 불울 끄면 더 예뻐요구매하심 후회없을꺼 같아요^^* 쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다.,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",쏘세지쿵야,5,예뻐요,꺅 오늘 받아보고 바로 연결해서 사용해보는데너무 맘에 들어여!!!!! 수시로 색이 바껴서 더 더좋아여 예쁘게 사용 할 수 있어요 밤에 불 끄고사용하면 눈이 아프긴해요 번쩍거려서 ㅋㅋㅋ!!디자인이 예뻐서 괜찮네요 전에 쓰고 있던 밑에사운드바는 헤드셋이랑 연동이 안 돼서 사운드바사용하려면 헤드셋 선을 빼고 사용해야 했는데..가격도 괜찮고 크기도 모니터랑 거치대 가운데에놓았는데 딱 알 맞아서 너무 좋았어여ㅎㅎ 예쁨!!소리도 정말 선명해요 끊기지도 않고 지직 소리도안 나고~ 꽤 괜찮은 제품이에요! ㅎㅎ 추천합니다~밑에 쓰고있는건 잠시 넣어두고 요고 사용중입니당ㅋㅋㅋㅋㅋ!! 디자인이 이게 더 예뻐요 모니터 거치대밑에 안 들어가서 좀 속상하긴 한데.. 위에 두면 되니..ㅎㅎ 잘 사용할게여 너무 만족합니당 ㅎ_ㅎ,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",신*성,5,등록된 헤드라인이 없습니다,가성비 좋음 아직 하루밖에 안썻지만 디자인 좋고 음질은 좋진 않지만 괜찮음,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",베짱이아빠,5,싼 맛에 사용하기 좋아요~~,스피커를 자주사용하는편은 아니지만가끔 게임할때 필요해서 사긴 삿지만주문하면서 너무 싼거시켜서 한달도 못쓸까봐 걱정많이햇어요근데 생각보다 좋아요 가격대비 ㅋ막귀라 좋고 나쁨을 모르겟어요뭐랄까 핸드폰 음질보다는 좋습니다led도 껏다켯다할수있어서 좋구요1년이상만 이상없이 쓴다면 본전 뽑앗다고 생각합니다 ㅋ※단 소리에 예민하신분들 안쓰시는게 좋습니다,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",박*호,4,가성비 괜찮지만 꽝도 있는 LED스피커,처음에 하루 만에 받은게 우측상단 LED가 껌뻑거려서 얼마나 화났는지 모르겠네요. 교환 한 번 해보고 또 그러면 환불할 생각이었는데 이 번엔 괜찮네요.전원을 끄면 LED도 꺼지고 키면 같이 켜지니 편하게 껐다켰다할 수 있는 거도 좋고 LED상태만 괜찮으면 가시성도 좋은 편입니다. 음질도 무난합니다. 가성비용으로 괜찮습니다.,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",꾸아땅맘,5,예뻐요♡,정말 디자인굿 !! 영롱한 화이트에 너무 예쁜 레인보우색 조명제맘에 쏘옥 듭니다.가격대비 음질도 정말 좋아요 !!!*제리뷰가 도움이 되셨다면 도움이돼요 꾸욱 눌러주세요 ㅎㅎ,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",에스비알,5,와우,컴퓨터에 스피커출력장치가 없어서귀가커서 ㅜㅜ 헤드셋사용하고잇었는데 머리가 띵한거ㅇㅖ여흰색이기도하고 Led가 이뻐서 ㅎㅎ오자마자 설치하고 했더니이뻐용 ㅎㅎ,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",이*화,5,지금 세벽 2시 받아서 컴퓨터랑 연결햇어요,평소 tv겸용모니터로 스피커없어 모니터 hdmi로 티비 사운드로 들엇어요 이제품을 이번에 pc용모니터 주문하면서 함께 주문햇어요 별 기대안햇는대 이가격에  이정도 사운드  정말 가성비 짱인거같아요 무엇보다 LED 효과가 너무 예뻐요 와 너무 좋은 제품이네요 ^^,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",주*환,5,음....그럭저럭...,싼가격 으로 사용 하기 좋은 사운드  마샬 스탠모어 로 듣다가 싼마이 가격 으로 저렴하게 구입 해서 듣는댑 보통 이런 가격 다비 이런  음질 로 들으니... 없는것 보단 괜찮음...디자인 LED가 들어 오니 나름 이쁨...,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",최*수,4,오늘 사운드바 도착 리뷰 평가 입니다,어제 사운드바 필요하게 되어서 구입 하게 됐습니다!!플스5 게임 할때 이어폰 끼고 하니 귀가 가려워서평 좋은 사운드바 찾던 중에 이걸 사게 되었는데직접 써 보니 소리 빵빵 하게 잘 들려서 좋은거 같습니다제 장점은1 유튜브 볼때 소리 잡음 없이 들려서 좋습니다2 게임 할때 몰입 되어서 좋을거 같습니다3 LED가 보기에 예뻐서 좋네요!!단점은..?딱 하나 입니다플스5랑 연결 할때 잭 연결 2개 구입해서 꽂는게 좋은거 같아요가격 비싼 사운드바 대신에 이가격에 사는거 추천 합니다ㅋㅋ,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",이*주,3,가격에 맞는 제품,솔직한 리뷰 남깁니다. 체험단분들이 좋은 부분은 다 써주셔서음질: 1~2만원 정도의 저렴한 사운드입니다. 음질에 예민하신분들은 피해주세요.디자인: 크기나 전체적인 디자인은 여러모로 다른 제품들과 조합이 잘됩니다. 밑에 고무 파킹도 쫀쫀해서 고정 잘됩니다.라이트: 물론 사진과는 다르며 기재된 영상 속 라이트가 현실적인데…다른 리뷰 속 화이트 색상은 빛반사가 어느정도 가능해서 라이트가 조금 더 화려해보이지 블랙 색상은 라이트가 미미한 정도입니다(불을 꺼도 밝은 느낌은 못받았습니다)총평: 가격을 생각하면 가성비 있게 쓰기엔 좋은 제품인듯 합니다,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",오*빈,5,등록된 헤드라인이 없습니다,"적당한 심플함에 적당한 디자인, 그리고 은은한 LED 조명이 정말 예쁘고 마음에 듭니다 이 가격에 이 품질로 스피커를 사기 어려울 것 같네요??참고로 소리가 나지 않을 땐 모든 잭을 알맞게 연결했는지 확인해야 합니다음성은 사용하지 않을 거라 음성 잭은 꽂지 않았는데음성 잭을 꽂아야 소리가 난다고 하더군요!사용하려면 모든 잭을 꽂아야 할 것 같습니다",맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",전*아,4,가성비는 좋는데..,불빛 나오는게 왜자꾸 꺼지는건지.. 불량인가요  사용을 해버려서 반품은 안되고 왜그런지…알수 있을까요,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",야메때상,5,등록된 헤드라인이 없습니다,가격에 비해 소리가 좋더라..애들 컴터셋팅한다고 가성비 셋팅중인데이쁘고 견고하고 직관적이고 피방처럼 온오프되고led에 그동안 불편하고 바래왔던 것들이 모두 반영된듯한녀석그리고 사운드. .2만원짜리가 뭐 얼마나  좋겠냐고코웃음 쳤는데 ..좋더라나름 사운드에 진심인편이라 Tv사운드바 헤드셋 게이밍 스피커 차량튜닝까지거의 최상급 모델 쓰고 최소 백단위 애들로 귀호강하는데2만원 짜리가 저런소리나도 되는건지..뭐 막 좋고 그런게아닌데 그뭐랄까 2만원의 소리가아니랄까....아무튼 값어치는충분히 하니 기분은좋다 좋은 쇼핑했다며오늘도 나 스스로 칭찬한다,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",김민수,5,이쁘고 묵직 좋아요!,"소리가 묵직합니다!다른건 모르겠고, 모니터 기본 스피커 쓰다가 써서 그런가소리 조절도 굉장히 좋고. 빛도 굉장히 이쁩니다.컴퓨터 전원을 꺼도 빛이 켜져있기 때문에, 스피커를 끄는 습관이 들었습니다!",맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",이*선,5,사운드 너무좋네요,기존 사용하던 스피커가 노이즈가 너무 심해서 이번에 새로운 스피커로 바꿧습니다.가장 마음에 들었던 부분은 전에 사용하던 스피커가 전기로 연결해서 사용하던 제품인데 노이즈가 너무 심해서 이어폰도 컴퓨터에 연결해서 사용했습니다.이번 제품은 노이즈 하나도 없이 너무 깔끔한 소리를 듣고 사용할수 있어서 너무 좋네요.다음은 디자인 부분인데 디자인이 깔끔하고 LED 품질도 너무 마음에 들어요!!터치로 키고 끄고 할수있어서 사용자 취향에 따라 사용할수있는 점이 잘 만들어진것 같습니다.주변 지인들에게 추천해 줄만한 제품입니다. 쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다.,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",강*우,5,등록된 헤드라인이 없습니다,가성비로 쓰려고 샀는데이쁘고 음질도 좋네요 좋아요!,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",이*영,3,가성비는 아닌듯,이 가격대에 이 음질이면 솔직히 다른거 삼 크기도 개크고 음질도 지직거리는게 약간씩 들림 근데 그냥 다른 검정색 박스 쓸 바엔 크지만 그나마 예쁜 이거 쓸래요 근데 이 가격이면 음질 좋은거 찾아서 그거 살듯 가성비 아님 예쁘지만 음질 안 좋고 가성비 안 좋은 스피커,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",땡이힐링,5,등록된 헤드라인이 없습니다,집에 티브가 없어 컴퓨터로 영상 보기 위해서 구매!막귀라서 사운드가 좋고 나쁘고 잘 모르는 귀이쁜 빤짝이는 불빛에 끌려서 구매했습니다!이유는 모르겠지만 제가 듣기에는 볼륨이 약간 작은 것 같아요끄고 킬 수 있는 것에 만족하고 있습니다.불빛이 빤짝거려서 인테리어 효과 굿,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",김*나,4,막 너무 조아!는 아닌데 2만원짜린데 좋아! 이정도?,그냥 무난 .. 생각보다 가볍고 커서 놀람 ㅜㅜ데스크탑 장비 맞추고 싶은게 있어서 그전까지 싼마이로 쓸 장비로 구매하였는데 괜찮네욤헤드셋이 너무 답답해서 샀어요! 아무래도 2만원대라 전원버튼 이런게 아쉽아쉽 ㅜㅜ덕분에 오늘 다이아 찍었습니다 헤헤,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",헤헹콩,5,크기도 적당하고 하얀색이라 너무 이뻐요,"27인치 모니터 앞에 크기가 딱인데다 화이트 색상이라 이뿌네요 ㅎㅎ 본체 케이스 핑크색에 헤드셋 핑크색, 사운드바, 키보드, 마우스를 하얀색으로 하니까 진짜 이뻐요ㅠㅠㅠ 다 조립 하구 배치한 후 sns에 올릴 생각에 기대되구 신나네욤 이걸루 사길 잘한 거 같아요 ????",맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",이*철,3,좋은데 이어폰 스피커 전환안됨,스피커 이어폰 전환을 위한 버튼같은거 추가했으면 좋겠음음질은 만족이어폰 뺄때마다 너무 불편...,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",김*욱,5,스피커 너무 이쁘네여,이번 구매한 스피커는 가성비 갑이며 led도 너무 이쁘게 나오며 특히 터치로 끄는 기능이 너무 좋네여음질은 비싼 스피커 보단 당연히 약하지만 저는 상당히 만족하구여 디자인 가격 대만족입니다.단점 저처럼 모니터 받침대 쓰시는분들은 높이 생각하셔야 해여  저는 받침대 아래로 들어가질않네여 그래도 올려놓으니까 더 이쁜거 같네여 .,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",벨뚱이,5,쏘쏘,음질에 딱히 예민하지않아서 저같이 예민하지않는분들은 좋다고 생각할꺼같습니다 불빛도 나오고 굳,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",박이루나,5,첫 게이밍 컴퓨터 맞추면서 스피커까지 완벽,솔직후기터치해서 LED나오는거 진짜 너무너무 매력있습니다ㅠㅠ우선 사운드 너무너무 빵빵하고 음질 진짜 괜찮습니다. 음악듣는것을 너무 좋아하는데 음질은 진짜 좋고 베이스음량도 너무 좋습니다. 게임시 게이밍헤드셋을 이용하고있지만 서든어택이나 다른 게임 할 때는 그냥 스피커로 이용하는데 작은 소리까지 잘 들립니다. 사이즈도 32인치 모니터 쓰고있는데 모니터 앞에 정말 비율이 딱 맞더라구요~~ 쿠팡상품 진짜 한번도 빠짐없이 만족하고있네요 정말 ㅎㅎ배송받았을때 박스 포장 정말 잘 되어있었습니다.가격도 이 정도면 다른 스피커에 비해 굉장히 저렴하고 품질도 뒤쳐지지 않습니다. 만족 100%곧 컴퓨터 한대 더 맞출 계획인데,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",정*화,5,등록된 헤드라인이 없습니다,디자인도 이쁘고 사운드도 잘 들려서 좋네요특히 잡음이 덜해서 만족해요울리는 소리가 있어서 새로 구입한건데 그런게 덜해서 만족하며 사용중이에요,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",주홍당근,5,좋아요~,무선인지알고 구입했다가 아니어서 놀랐는데 보조모니터에 연결해서 노트북 스피커로 돌비사운드 확장해서 들으니 좋아용~~ 흰색으로 구매한것도 깔끔하니 보조모니터랑 보조키보드랑 셋투네용,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",7복복,5,?,☆이 제품을 구매하려고 망설이는 모든 분들께 도움이 되고자 합니다☆♡구매 사유 ㅡ화상수업준비♡장점&단점ㅡ생각보다커요ㅡ크기에비해서.가벼워요ㅡ볼륨조절ㅡ사운드괜츈ㅡ불빛나와서.방해될수도..ㅡ불빛나와서이뻐보일수도..ㅡ화이트라눈에확띕니다♡구매&배송 박스포장,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",강*영,5,등록된 헤드라인이 없습니다,안좋은 리뷰들도 있어서 걱정했는데 첨엔 음질이 좋은건가?생각이 들었지만 쓰다보니 이가격에 이 음질이면 꽤 괜찮다고 생각함니다 전 대만족이에요 사기전에 비슷한 가격대 스피커들 리뷰 보면서 엄청 고민하고 고민하다가 산건데 괜찮네용 ㅎㅎ,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",주*정,5,이쁘고 음질 신경안써서 신경쓰이는건 없습니다,구매이유선이 없는게 깔끔해서 블루투스 스피커를 고집했는데..기존에 쓰던 블루투스 스피커가 맨날 연결이 안되서소리없이 유튜브 보고 있었습니다 ㅠ답답해서 결국 구매했네요..장단점일단 전체적으로 만족은 합니다만..초록선하고 핑크색선 길이가 달라서모니터 위에 올렸을 때 초록선은 길이가 딱인데핑크색선이 약간 부족해서 못 꽂아요 ㅠ제 책상에선 스피커 위치가 모니터 위가 딱이라 다른곳에 놓기에도 쫌 그래서연장케이블 같은 걸 추가로 사던가 해야할꺼 같습니다 ㅠ사진처럼 저는 불켜져있는 상태에서도 LED불빛 잘보였네요.+ 추가) 연장케이블 안사고 본체 높이를 높여서 해결했습니다.,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",flutter,5,이뿌고 가성비좋아요,제 데스크탑에 따로 스피커를 두려고 주문했어요전문적인 작업이 필요한게 아니라면 부담없이 가성비좋은제품으로 딱이예요모니터앞에 두기 사이즈도 좋구요 led컬러도 다양해서 때에 따라 분위기 바꿔가며 컬러바꿀 수 있는것도 이뻐요~아주 비싼 제품만큼의 사운드는 아니지만 이만한 가격에 이 정도 사운드면 사운드갑이예요~가성비좋은 사운드바 찾으신다면 추천해요 쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다.,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",박*자,5,등록된 헤드라인이 없습니다,음향도 좋고 LED 빛도 있어 분위기적으로 삭막하지 않아 좋아요잘 사용하고 있음.,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",최*현,5,등록된 헤드라인이 없습니다,저희 집 모니터 높이가 그리 높지 않아모니터 아래에 낄 수는 없지만..나름 이쁘고 좋습니다음향도 문제없이 잘 나오고불빛도 계속 바껴서 예쁘네요볼륨 최저로 줄이거나 위에 터치하면불빛 꺼지는 점도 편합니다,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",테리토리,5,등록된 헤드라인이 없습니다,"엄청 맘에 들어요! 가격은 좀 비싼 듯 하지만 중저음부터 고음까지 밸런스가 잘 잡혀있어서 듣기가 좋네요! 게임부터 음악, 영상까지 다양하게 보는데 이정도 가격이면 무난합니다!! 화이트 너무 이뻐요! 그리고 바로 전원을 끄는 버튼이 따로 있었으면 더 좋았을 거 같아요. 저 엘이디 조명을 끄려면 무조건 음량다이얼을 0으로 돌려야 꺼지는 게 좀 마니 귀찮네용",맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",백*순,4,딱 평균? 그정도,노래 들은땐 나쁘지 않은 평범상 스피커차게임 좋아해서 자동차게임 해보니 소리가울리는듯한 느낌..? 가격에 비해 나쁘지는 않아요 LED도 터치식이고좋은 스피커 원하시면 5만원 이상은 쓰셔야할듯요,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",정*숙,5,가구네요~,"컴퓨터 사면서 받았던..'스피커'가 사용한지얼마 되지않아..음질이..심하게 띵겨서..저의 소중한 귀와 휠링한 음악의 음질을위해..새로 구입하게 되었습니다 ~와~~~!!설치후...굿굿!!좋아요~예뻐요~~가구처럼..디스플레이 효과도있고요~~음질~~이만하면 좋지 않을까요~~!!마음에 쏙~든답니다 ♡추가 글 올립니다♡자취하는 저희 딸한테 갔더니..음악을 틀더니..""엄마 스티커 바꾸길 너무 잘 했어요""하며..좋아 하더라구요~~돈이 하나도 아깝지 않고, 기분도 업~~좋았답니다!!쌀쌀한 가을 날씨에..분위기 있는 음악 어떠세요~~?굿~~~~변덕스런 환절기에 쿠팡가족 모두건강하고 행복한 일들 만 가득하시길~감사합니다",맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",박*현,5,예쁜게 최고야,언제부터 썼는지 기억도안나던 스피커가 갑자기 맛이가서 겜순이인 저는 당황을했고헤드셋으로 근근이 게임을하던중 로켓배송으로 바로주문했습니다일단 뭐든 예쁜게 최고야라고 생각하는 사람이라 너무 만족합니다 문제는 사이즈를안보고사서 제모니터 밑에 예쁘게 안착되진않아서 앞으로 튀어나와있긴한데스피커자체가 이쁘다보니까 그냥 꺼내져있어도 이쁩니다사세요,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",박*규,5,가성비 최고의 제품입니다,로켓배송은 첨인데 지마켓 스마일 배송도 빠르다 생각했는데 여기는 아침에 주문한게 당일 바로 배송와서 놀랐습니다. 이래서 로켓배송이구나 싶네요.참고로 저는 막귀라 고급음질 들어도 미세한 차이는 잘 모릅니다.이가격대 블릿츠거 쓰다가 고음에서 튀는 소리가 너무 거슬리고 짜증나서 이걸로 구입했습니다. 저같은 막귀에는 진짜 이정도 가격에 음질이면 가성비 최고입니다. 단점은 rgb는 불빛이 좀 약한거. 그래도 컴컴한데서는 나름 이쁘긴한데 화려함이 약간 부족함.그리고 제품 높이가 좀 높아서 자리배치가 좀 불편합니다.이 두가지만 빼면 단점은 보이진 않지만 가격생각하면 단점들 모조리 씹어드시니 추천합니다.,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",김*규,5,굳굳,급하게 산다고 리뷰 많은거 샀는데 좋네요 !! 음질이 딱히 나쁜거 같지않고 이쁘기도 너무 이쁘네요 !!,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",은혁꽁탄맘,5,이쁘다..ㅇㅅㅇ!,쿠팡체험단으로 선정되어 상품을 무료로받아 작성한 후기입니다~!일단 하얗고 터치만하면 이쁜 LED가 ~~~♡외간상 넘나이쁜 스피커네요!!집스피커의 소리가 커졌다 작아졌다해서 바꿀생각이었는데..아니이게 왠걸!!쿠팡체험단 당첨문자 뜨든!!일단 지금 써보고 있는데소리는 시원시원하게 잘들리네요ㅎ.ㅎ정면에 헤셋꽂아 쓰는것도 있고 나름 간단한 스피커ㅇㅅㅇ더써봐야 음질이 좋은지 더잘알겠지만지금은 잘들려요!!무엇보다 넘이쁩니다ㅠ 쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다.,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",조*미,5,만족해요~이쁘고~~!,디자인 예쁘고  싸구려 같은느낌없고 고급져요~음질도 좋고 크기도 적당하니 다좋네요~~모니터가 살짝 높으면 좋았겠네요ㅠ앞툭튀지만  그래도 만족합니다~~!,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",흰둥이여시,5,예뻐요..그리고 음질도 좋아요,딸이 쓰는 컴퓨터입니다소리가 있으면..더 빠질것 같애서..스피커를 아예 사용 안하다가..스피커가 있는 컴퓨터를 보더니 홀딱 빠졌더라구요그래서 스피커 검색중..이제품을 보게 되었어요사운드바...디자인도 예쁘고..키고 끄는것도 쉽고..딱 예뻐요책상이 화사해집니다선은..녹색과 핑크..본체에 색깔별로 꼽고..usb하나 있어요..옆에 꼽아주면 끝ㅋ싼거랑 고민했는데..돈조금 더주고 산게 확실히 낫네요ㅋ조명이 예뻐요ㅋㅋㅋ,맛 평가 없음
