,상품명,리뷰,구매자 평점
39300,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",진짜 괜찮다 조립 설명 따로 기재 되다 설명서 없다 처음 보다 때 응 제품 사진 대충 끼우다 이런 약하다 헷갈리다 처음 쓰다 이런 거치 어떻하다 쓰다 감 안 오다 그래도 너무 튼튼 좋다 같다,0
39301,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",요즘 춥다 집 밖 싫다 귀찮다 이즘 딱 좋다 아이템 인 더 같다 타 제품 휴대폰 거치 하다 부분 약하다 툭 하다 떨어지다 여기 제품 탄탄 조절 부분 부드럽다 잘 사용 하다 안 그리하다 집 순이 더 집다 순 되다 예정 ㅋㅋ ㅋ,1
39302,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",완전 강추 하다 손목 아프다 손가락 저리다 당장 상품 평 구매 요일 튼튼 자유자 이렇게 저렇다 잘 움직이다 집 가구 좀 둥글 그렇지만 요기조기 찾다 고정 없다 단 훨 낫다 고민 주문 하세 가성 대비 짱,1
39304,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",딸 필요 하대 블랙 사다 쓰다 화이트 구입 예쁘다 용역 튼튼 각도 잘 고정 되다 쉽다 간단 조립 사용 가능 하다 업무 진짜 편하다 잘 쓰다 눕다 핸드폰 드라마 보다 때다 떨다 질 걱정 없다 ㅋㅋ 근데 진짜 짱 튼튼,1
39305,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",아이 자꾸 숙이다 되다 눕다 때다 겸사겸사 쓰리다 주문 고정 잘 되다 ^^ ㅎㅎ 오래가다 바래다,1
39306,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",제품 튼튼 좋다 눕다 거치다 장만 각 조절 편리 싸구려 재질 오래 사용 하다 같다 ㅎㅎ 저렴 제품 핸드폰 무게 못 이기다 고정 제대로 안 되다 경우 많다 튼튼 아주 좋다,1
39307,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",튼튼 거치다 여러 사용 하다 튼튼 찾다 쉽다 너무 튼튼 좋다 ^^ 책상 식탁 침대 두루두루 흔들리다 고정 잘 되다 요리조리 각도 조절 한 하다 있다 넘넘 좋다 화이트 컬러 더 예쁘다 ㅎㅎ,1
39308,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",눕다 사다 안쪽 안 움직이다 하다 못하다 좀 더 자유롭다 움직이다 좋다 옆 돌리다 자꾸 고정 부분 돌아가다 빠지다 열받다 못쓰다 리뷰 잘 쓰다 좋다 리뷰 보다 사다 낚이다 기분 더 많다 일부러 비싸다 좋다 후회,0
39310,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",완전 마음 들다 올해 젤 잘 쓰다 목 사라지다 고침 전 화장 하다 때 운동 때 이곳저곳 고정 하다 사용 너무 좋다 아서 주변 완전 추천 하다 요 견고 하다 까지다 하다 ㅇ 튼튼 오래 쓸다 수 같다,1
39311,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",고정 잘 되다 튼튼 핸드폰 무겁다 고정 잘 되다 움직이다 각도 조절 하다 부드럽다 잘 되다 고 설명서 있다 어렵다 수월 잘 조립 설치 하다 부피 크다 자리 차지 많이 하다 좁다 공간 설치다 하다 좋다 은거 같다,1
39312,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",짱 ㅎ 더 사용 하다 일단 병실 사용 주문 설치다 쉽다 짱짱 보이다 팔 아프다 강의 영화 보다 있다 ^^ 내구 좀 더 사용 후 또 작성,1
39316,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",배송 빠르다 어제 주문 오늘 받다 짱 다 손녀딸 램 주문 유튜브 너무 좋다 핸드폰 들다 고보 구하다 눈 빠지다 같다 아주 문해 가성 비다 최고 튼튼 식탁 책상 밥상 다 사용 있다 좋다 아주 만족 하다,1
39317,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",아직 안 쓰다 유용하 쓸다 같다 침대 헤드 설치다 하다 저부 좀 조심 하다 같다 되다 와이 자꾸 힘 없다 구매 미관 괜찮다 츄 천,1
39319,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",후 더 사다 다 불량 한 되다 불량 생기다 이번 고정 집게 돌리다 고정 하다 빠지다,0
39320,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",시댁 가다 거치다 들다 고가 하지만 불편 때 있다 거치 필요 휴대 필요 구입 휴대폰 거치다 가능 패드 거치다 가능 하다 편하다 ㅎㅎ 생각 튼튼 쳐지다 없다 좋다 같다 ㅎ,1
39321,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",눕다 자기전 영화 드라마 보다 때다 많다 아귀 매 하다 항상 눕다 핸드폰 하다 손목 아프다 핸드폰 떨다 트릴 때 많다 장착 손 너무 편하다 영화 보다 때다 너무 좋다 ㅠㅠ 가성 비다 최고 정말 너무 잘 산거 같다,1
39322,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",쓰다 거치 항상 힘 없다 쳐지다 감다 있다 찾다 이 제품 찾다 되다 단단 철 인 불구 편하다 방향 돌다 고정 잘 되다 너무 좋다 그리다 너무 깔끔 화이트 색상 이쁘다 보이다 좋다,1
39323,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",한 너무 사용 평점 왜 좋다 모르다 협탁 헤드 레 트다 고정 짱짱 자다 되다 하다 핸드폰 패드 고정 힘 없다 그리다 자유자재 각도 조절 불가 왜 톱니바퀴 모양 고정 조임쇠 크기 크다 암 간섭,0
39324,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",로켓 배송 빠르다 잘 받다 침대 드라마 볼 때 편하다 사용 있다 바라다 거치다 구매 고정 잘 되다 사용 너무 편하다 제품 튼튼 고정 핸드폰 끼우다 위치 맞추다 하다 되다 너무 좋다,1
39326,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",배송 빠르다 너무 좋다 집 눕다 핸드폰 태블릿 영화 보다 경우 많다 구매 하다 가격 대비 너무 좋다 상품 같다 고정 잘 되다 설치법 너무 간단 어느 방향 서단 영상 다 보다 있다 좋다 너무 잘 쓰다,1
39327,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",가격 대비 디자인 깔끔 마음 들다 설치법 간단 회전 되다 원하다 곳 어느 방향 던지다 보다 있다 좋다 사용 때 접어다 보관 있다 더더욱 좋다 저녁 눕다 영상 보다 때다 너무 편하다 고 좋다 최고,1
39328,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",다이 소 사다 쓰다 시간 지나다 핸드폰 주르륵 규 흘러내리다 그래서 조금 더 투자 후기 좋다 걷다 구매 확실히 더 튼튼 느끼다 ㅎ 깔끔 폰 움직이다 잘 잡다,1
39330,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",얼굴 떨어지다 튼튼 거치 찾다 딱 찾다 내구 강하다 단단 잘 고정 되다 거치 설명서 조립 거치 법 어렵다 관절 부위 꽉 여주 각도 조절 있다 너무 편리,1
39331,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",배송 빠르다 좋다 ㅎㅎ 기존 쓰다 금방 망가지다 새로 주문 ㅠ 아이엠 후기 좋다 가성 비다 좋다 ㅎㅎ 침대 책상 다양 활용 가능 좋다 구 튼튼 잘 잡다 좋다 이번 오래 쓸다 같다 ㅎㅎ,1
39332,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",있다 기전 상상 없다 편리 더 사다 오다 상품 평 남기다 갑,1
39333,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",밤 자기전 눕다 폰 정말 많이 보다 폰 졸다 얼굴 폰 떨구다 경우 정말 많다 요 최근 이마 혹 나다 ㅋㅋ 정말 위험 같다 거치다 사다 견고 오래 쓸다 같다 폰 짱짱 잡다,1
39335,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",아이패드 거치 필요 구매 침대 매번 아이패드 손 들다 가이 젠 안되다 구매 다 진짜 왜 지금 구매 정도 너무 ㅋㅋ ㅋ 내구 좋다 바라다 오래오래 사용 ㅋㅋ,1
39336,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",너무너무 편하다 블랙 사용 동생 방 뺏기다 화이트 구매 하다 튼튼 처지다 없이 사용 가능 하다 어머님 아버님 손목 무리 많이 가시다 구비 해드 릴 하다 너무너무 유용하 사용,1
39337,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",굿 각도 조절 되다 거치 침대 설치 하다 좋다 구매 데생각 고정 잘 되다 편하다 자기전 영상 한두 보고자 필수품 ㅎㅎ 화이트 색상 깔끔 탄탄 고정 잘 되다 마음 들다 ^^,1
39338,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",눕다 폰 하다 유일 하다 낙인 눕다 폰 하다 폰 놓치다 안구 강타 심하다 멍 듣다 이렇게 폰 질 하다 없다 하다 구매 하다 강하다 지지 하다 찾다 흔들리다 없이 폰 잘 지지 하다 강추 하다,0
39339,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",정말 가격 대비 너무 실용 강하다 설치다 간단 디자인 깔끔 이쁘다 자기전 밥 먹다 때 영상 보다 일 많다 패드 딱 맞다 고어 방향 손쉽다 있다 좋다 리 움직이다 너무 편하다 좋다,1
39341,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",폰 무게 못 견디다 눕다 아이폰 사용 사다 거치 무게 못 견디다 내려오다 딱 폰 보다 좋다 간격 내려오다 알다 맞추다 일어나다 때 피하다 일어나다 생각하다 고정 나사 더 조이다 눈 더 조이다 부러지다 같다 아쉽다 사용,0
39344,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",며칠 전 구매 사용 중인 중학생 동생 갖다 말다 잘 들다 이야기 사 좋아하다 ㅋㅋ 동생 침대 침대보 조금 더 두껍다 헤드 혹시나 걱정 괜하다 걱정 ㅋㅋ 아주 잘 고정 되다 만족,1
39345,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",안다 눕다 좋다 자기전 영상 많이 팔 아 파다 거치다 사다 하다 뒤늦다 사다 만족 원 하다 제품 사다 잘 하다,1
39347,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",빙글빙글 돌아가다 고정 그닥 고정 핀 돌리다 스프링 걸리다 책상 다른 곳 고정 각도 유지 안되다 원래 다른 거치 쓰다 손 만지다 원하다 모양 잡다 더 좋다 특히 가로 문 고정 책상 쓸다 이것다 낫다,0
39349,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",눕다 휴대폰 많이 보다 그렇다 때 불편 자바 거치 구입 나서다 두 손 자유롭다 움직이다 있다 가격 저렴 편 좋다 제품 견 교 하다 오래오래 사용 같다 ^^,0
39350,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",매번 힘 없다 잘 부러지다 오래 못쓰다 애 쓰다 이번 ㅜ 제대로 되다 사보 구매 하다 ㅜㅜ 이 부분 전혀 고정 안되다 핸드폰 움직이다 바로 저렇다 풀리다 유동성 좋다 고정 부족 ㅜㅜ,0
39351,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",동종 상품 최고 꼬다 쓰다 종류 추천 친구 오래 잘 사용 보다 어머니 사드 직전 사다 꼬다 쓰다 핸드폰 거치다 부분 빡빡 폰 타다 착 너무 어렵다 꼬다 어렵다 다 쉽다 튼튼,1
39352,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",배송 빠르다 가성 비다 최고 배송 나쁘다 상품 만족 쓰다 스프링 고정 성능 더하다 흔들리다 없이 터치 좋다 가성 비다 최고 침대 고정 타다 휴대폰 고정 유튜브 영화 보다 때다 욱 편리 같다,1
39353,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",자바 거치다 침대 핸드폰 많이 하다 자바 거치 사용 나다 두 손 자유로 워 ^^ 설치다 간편 조절 있다 좋다 저렴 가격 삶다 질 향상 되다 ^^,1
39354,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",배송 역시 쿠 팡 상품 역시 구매 하다 배송 받다 후기 올리다 정말 꼭 구입 사용 너무 좋다 손목 아프다 핸드폰 사용 안 하다 되다 꼭 구매 사용 강력 추천,0
39355,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",패드 거치다 끄덕 없다 튼튼 기껏 팅 하다 휘어지다 다시 맞추다 되다 고정 잘 되다 좋다 오다 화이트 라 화이트 톤 방 놓다 너무 예쁘다 좋다 덕분 어깨 안다 손도 자유로 편하다,1
39357,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",친구 주다 사다 한 친구 행복 선물 구매 써보다 팔도 안 아프다 정말 편하다 고요 튼튼 폰 고정 잘 하다 퇴근 후 아무 하다 분 추천 드리다,1
39359,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",진짜 너무 좋다 감동 최 곱다 다른 제품 여러 쓰다 여기 젤 고정 잘 되다 조립 쉽다 같다,1
39360,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",눕다 휴대폰 자주 무조건 사다 예전 싸구려 거치다 쓰다 고정 너무 안 되다 스트레스 받다 기대 이상 고정 개 잘 되다 각도 조절 너무 잘 되다 살다 물건 가장 돈값 하다 물건,1
39361,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",눕다 휴대폰 보다 시대 거치다 하나 뚝딱 눕다 스마트폰 보다 일 있다 침실 설치다 하다 내구 거치 사용 때 불편 없이 잘 사용,1
39365,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",취침 핸드폰 많이 하다 자세 너무 불편 이러다 승모근 더 생기다 같다 구매 침대 해드 두다 괜찮다 까다 잘 고정 되다 보다 내내 떨다 진적 하다 없이 잘 고정 되다 어용,1
39366,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",병원 입원 때 사용 거치 처음 쓰다 편하다 케이블 꽂다 구멍 있다 회전 되다 신기 집 도 가끔 침대 사용 있다 고 정 잘 안 되다 빠지다 때가다 종종 있다 구 요 그리하다 손 들다 훨씬 낫다,1
39367,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",구매 만족 구매 하다 용이 배송 빠르다 받다 좋다 설치다 하다 쉽다 고정 잘 되다 좋다 삶 의 질 상승 되다 아이템 ㅋㅋ ㅋ 화이트 컬러 확실히 깔끔 좋다,1
39370,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",저렴 튼튼 가격 저렴 튼튼 하다 같다 경우 침대 헤드 없이 매트리스 깔다 옆 협탁 고정 과하다 꺾다 고정 되다 문제 없다,1
39371,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",너무 좋다 와 진작에 사다 걸이 진짜 혁명 어차피 사다 얼마 안 가다 창고 행이 생각 망설이다 와 진작 사다 왜 이제 사다 신세계 너무 편하다 눕다 좋아하다 나무늘보 꼭 사세 대박 추천,1
39372,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",흠 구라 꺽 있다 아예 조절 되다 아래 내려가다 ㅡㅡ 교환 두 똑같다 아래 좀 내리다 위 각 한정 되다 자동 각 올라가다 설명 좀 과장,0
39374,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",배송 빠르다 좋다 포장 꼼꼼히 잘 되다 있다 침대 눕다 핸드폰 많이 각도 조절 딱 자유자 움직 있다 어서 좋다 가볍다 튼튼 견고 화이트 색상 깔끔 좋다,1
39375,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",가격 대비 튼튼 좋다 가볍다 여기저기 옮겨가다 쓰기 하다 근데 또 고정 좋다 안정적 화이트 깔끔 마음 들다 고요 너무 잘 쓰다 좋다 가격 잘 살다 같다 ㅎㅎ,1
39377,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",진짜 요물 침대 위 편하다 유 보다 있다 넘다 좋다 원래 쓰다 남자 친구 주다 쓰다 접이식 편하다 잘 되다 화이트 고급 지다 완전 잘 사다 만족 하다,1
39378,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",친구 집 놀다 친구 쓰다 보다 규 알아보다 구매 이런 인 왜 이제야 안거 너무 좋다 일단 눕다 영상 보다 때다 특히 진짜 대박 ㅎㅎ ㅎ 팔 안다 눕다 천장보 보다 있다 너무 편하다 좋다,1
39379,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",좋다 거치다 필요 사다 그전 쓰다 비교 안되다 좋다 와이어 진짜 갓 원하다 위치 딱 고정 되다 너무 편하다 진작 그리하다,1
39380,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",좋다 원하다 각 가끔 안 나오다 때 있다 좁다 방 쓰기 괜찮다 이런 관절 말다 철사 꼬부라지다 거치다 쓰다 쓰다 부러지다 이것다 더 은거 같다 관절 여주 조임쇠 있다 단단 잘 고정 되다,0
39381,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",집다 에오 고양이 뛰다 넘어뜨리다 ㅠㅠ 박살 나서다 후기 좋다 보이다 구매 데다 고정 하다 튼튼 핸드폰 잘 고정 되다 좋다 아이패드 올리다 놓다 흔들리다 잘 고정 되다 요만 족하다,1
39382,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",설치 때 안정감 딱 잡다 너무 편하다 좋다 원하다 각도 방향 조절 가능 하다 사용 쉽다 휴대 좋다 블로그 사진 찍다 때 많이 활용 있다 굿 굿,1
39383,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",거치다 부셔 급하다 주문 데다 고정 잘 되다 책상 고정 부분 조절 되다 좋다 아이패드 잘 잡다 마음 들다 위치 부분 원하다 딱 멈추다 지고 흔들리다 없다,1
39384,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",배송 빠르다 제품 포장 잘 되다 있다 아이 유튜브 영어 공부 하다 가성 비 좋다 보이다 주문 책상 위 설치 하다 설치다 쉽다 자유자재 움직 있다 좋다 튼튼 하다 족 하다,1
39386,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",아주 튼튼 아주 튼튼 리뷰 사다 사람 좋아하다 리뷰 그대로 이제 졸리다 핸드폰 얼굴 번지점프 일 안당 하다 너무 좋다,1
39387,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",스프링 조절 힘들다 스프링 다 제거 나사 꽉 조이다 사용 지금 적응 되다 편하다 오히려 너무 튼튼 좋다 자기전 머리 위 올려놓다 일어나다 똑같이 그대로 있다,1
39388,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",고정 안되다 자꾸 풀리다 침대 모서리 해 처음 괜찮다 이내 무겁다 서서히 흘러내리다 오다 각도 마음대로 안되다 접히다 부분 스프링 계속 접히다 지금 사용 침 떨어지다 패드 깨다 질 ㅠㅠ,0
39389,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",잠 잘 못 자서 자다 하다 틀다 너무 편하다 침대 핸드폰 보다 일 잦다 너무 안 좋다 자세 되다 주문 고정 잘 되다 너무 쓰기 편하다,1
39390,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",높이다 각도 원하다 자유롭다 조절 점 좋다 고정 좋다 단단 고정 잘 되다 튼튼 무겁다 태블릿 거치다 하다 흔들리다 떨어지다 만족,1
39391,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",남편 세상 잘 쓰다 있다 요사 사진 올리다 엇 참다 근 정말 잘 산 같다,1
39393,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",아직 익숙 아직 익숙 위 매달다 아도 테이블 매달다 여기저기 매달다 각도 조절 되다 좋다 네 요 머리 돌아가다 젤 좋다 같다 저번 쓰다 안되다 불편 바꾸다,1
39395,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",각도 조절 마음대로 되다 앉다 눕다 자세 상관없이 모두 사용 가능 고정 잘 되다 생각 견고 흔들리다 없다 핸드폰 튼튼 잘 잡다 만족 ^^,1
39396,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",지난번 주방 사용 식탁 설치다 사용 너무 편리 아이 자꾸 가지다 방 사용 더 주문 양손 자유로 워 너무 좋아하다 ㅎㅎ,1
39397,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",좋다 가격 대비 좋다 생각 튼튼 무게 엄청 무겁다 만족 거치다 알아보다 산 후회 없다 ㅎㅎ 오래 사용 같다 포장 꼼꼼 오다 고정 잘 되다 짱,1
39398,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",부드럽다 잘 움직이다 아이패드 추가 장비 없이 거치다 되다 좋다,1
39399,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",침대 손 들다 사용 손목 손가락 너무 아프다 편하다 알아보다 로켓 배송 빠르다 후기 좋다 많다 구매 확실히 튼튼 편하다 ㅎ,1
39400,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",배송 빠르다 제품 포장 잘 되다 있다 가볍다 튼튼 자유자재 움직임 좋다 병원 입원 사용 핸드폰 TV 아주 만족 하다 가성 비다 최고,1
39401,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",화이트 색상 깔끔 좋다 같다 스마트폰 고정 튼튼 잘 되 흔들리다 없다 촬영 때 쓰기 좋다 같다 침대 영상 보다 때 쓰기 합 당 활 최고,1
39402,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",깔끔 디자인 편리 리뷰 시키다 스프링 연결 고리 위험 보이다 염려 되다 쓰다 여주 나사 잘 조이다 풀러 가다 쓰다 괜찮다 같다 쓰다 넘다 편하다 신랑 바로 주문 넣다 많이 파다,1
39403,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",침대 설치다 해보다 구매 전 게으름 정도 올라가다 줄 알다 굉장하다 착각 몸 이제 침대 몸 튼튼 고정 잘 되다 충전 사용 있다 먹다 쌀 때 빼다 몸 움직이다 필요 없다,1
39404,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",산지 좀 오래 되다 그동안 거치다 쓰다 전 이것다 제일 좋다 다른 휴대폰 무게 폰 내리다 오다 고정 잘 되다 여러모로 마음 들다 침대 책상 쓸다 까 하다 더 사다 예정,1
39405,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",다시 여기다 브랜드 안 삼다 실사 한 후기 아이패드 미니 유저 미니 거치다 하다 산 거치 도전 조인트 부분 헐다 운 아무것 알다 축 치다 결론 못 쓰다,0
39406,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",완전 다른 사세 이미 다른 제품 쓰다 더 필요 하다 싸다 사다 완전 별로 싸다 비지떡 걍 돈 좀 더 주다 튼튼 사세 생각 원하다 각도 자유롭다 못 움직이다,0
39408,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",빠르다 배송 감사 강의 듣다 때 쓰리다 주문 엄청 튼튼 좋다 흔들리다 걱정 없이 잘 잡다 각도 조절 쉽다 좋다 화이트 디자인 마음 들다 잘 쓰다,1
39409,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",침대 눕다 핸드폰 하다 가끔 얼굴 떨구다 짜증 있다 영화 보다 때 불편 구매 되다 습 당 가격 괜찮다 편하다 너무 유용하 잘 쓸다 같다 만족 ㅎㅎ,1
39412,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",정말 좋다 대박 편하다 가족 자꾸 걸 탐내다 결국 사주 짱짱 하다 폰 지탱 힘 제법 강하다 지금 떨어지다 흔들리다 없다 ㅊ,1
39413,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",상품 너무 좋다 지인 선물 구매 아무래도 눕다 때 손목 아픔 걱정 없이 핸드폰 자유롭다 만지다 같다 너무 좋다 역 시,1
39414,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",눕다 완전 편하다 와이어 되다 제품 사다 전 쓰다 너무 단단 제대로 잡지 못하다 이 제품 사다 데상 상이 괜찮다 적당히 잘 돌아가다 거치 편하다 밤 아주 잘 보다 쓰다,1
39415,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",침대 사무실 학 사용 주문 자바 거치 전 약 하다 같다 사용 안 있다 엇 튼튼 딱 잘 잡다 좋다 ㅋㅋ 왜 이제,1
39416,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",ㅍ 내가다 원하다 곳 거치 하다 있다 좋다 ㅎ 다르다 부엌 다 설치다 하다 사용 물 안 떨어지다 걱정 없다 너무 좋다 고요 ^^,1
39417,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",전 쓰다 제품 약하다 핸드폰 거치 ㅋㅋ ㅋ 흐물흐물 구 요 불편 하다 튼튼 후기 보고 구매 오다 설치법 간단 단단 가격 한데 좋다,1
39418,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",못헌 성능 거치 힘 더 좋다 한번 조작 어렵다 힘 없다 쓰다 쓰러지다 ㅋ 지금 받다 너무 형편없다 여차 고장 날다 쓸다 ㅋ 레알,1
39420,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",굳 상품 잘 받다 핸드폰 눕다 폰 얼굴 떨어지다 그래서 엄청 아프다 제품 사용 너무 편하다 좋다 네 요설 간단 사용 때 편하다 완전 강추,1
39421,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",항상 자기전 폰 영상 영화 보다 자다 계속 폰 들다 고 있다 팔 아프다 거치 구매 하다 견고 오래 쓸다 있다 같다 고고 정도 잘 되다 쉽다 폰 안 떨어지다 같다,1
39423,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",만족 기존 사용 고장 나다 찾아보다 다가구 매 하다 가격 대비 만족 생각 튼튼 오래 사용 같다 쉽다 고장 같다 ㅎㅎ 짱 괜찮다,1
39424,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",아이패드 갤럭시탭 쓰다 강추 기존 자바 거치다 사용 아이패드 걷다 두다 일어나다 아이패드 얼굴 앞 내리다 있다 ㅋㅋ ㅋ 진짜 튼튼 견고 딱 고정 되다 너무 좋다,1
39425,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",디자인 깔끔 마음 들다 예전 쓰다 클립 부분 견고 못하다 다른 시키다 본건 엄청 야무지다 잘 고정 되다 움직임 부드럽다 너무 마음 들다,1
39426,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",침대 눕다 편하다 좀 보다 사다 여색 화이트 이쁘다 요철 되다 어잇 완전 튼튼 플라스틱 같다 거보 훨씬 짱짱 너무 편하다 좋다 ㅎㅎ 잘 쓰다 당,1
39429,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",한 교체 타사 거치 한 한번 구매 바꾸다 거치 움직임 타사 솔직히 부드럽다 한 후 부러지다 믿다 고다 부러지다 후기 다시 쓰다,0
39430,"아이엠듀 핸드폰 태블릿 거치대, IMD-BST1, 화이트",어느 한곳 고장 되다 주정 사용 쓸데 핸드폰 무게 버티다 고꾸라지다 빠지다 풀리다 쓰레기 가깝다 정말 비추 하다 오징어 힘 없다 유연,0
